factor_id,store_id,factor_date,is_holiday,temp_c,rainfall_mm,trend_index,cpi_index,year,week
F000007730,ST0050,2024-10-13,False,29.8,19.4,101.36,108.17,2024,41
F000007731,ST0050,2024-10-20,False,31.46,23.74,97.91,107.76,2024,42
F000007732,ST0050,2024-10-27,False,25.14,7.21,101.07,106.24,2024,43
F000007733,ST0050,2024-11-03,True,24.49,11.94,107.91,109.13,2024,44
F000007734,ST0050,2024-11-10,False,22.8,14.63,108.38,106.78,2024,45
F000007735,ST0050,2024-11-17,False,22.88,5.68,97.62,108.61,2024,46
F000007736,ST0050,2024-11-24,False,20.79,6.28,93.92,109.77,2024,47
F000007737,ST0050,2024-12-01,True,28.66,13.2,106.98,108.19,2024,48
F000007738,ST0050,2024-12-08,False,22.31,10.28,113.61,109.38,2024,49
F000007739,ST0050,2024-12-15,True,22.83,11.25,110.94,109.51,2024,50
F000007740,ST0050,2024-12-22,True,23.03,15.39,108.81,109.64,2024,51
F000007741,ST0050,2024-12-29,False,23.4,0.0,114.07,108.39,2024,52
F000007742,ST0050,2025-01-05,True,23.36,8.03,99.4,111.02,2025,1
F000007743,ST0050,2025-01-12,False,19.33,8.87,106.02,108.82,2025,2
F000007744,ST0050,2025-01-19,False,19.78,13.18,98.1,108.78,2025,3
F000007745,ST0050,2025-01-26,True,19.59,3.23,108.95,110.09,2025,4
F000007746,ST0050,2025-02-02,False,16.59,12.49,108.76,108.66,2025,5
F000007747,ST0050,2025-02-09,True,15.72,2.22,103.54,109.42,2025,6
F000007748,ST0050,2025-02-16,False,24.95,1.02,109.96,109.16,2025,7
F000007749,ST0050,2025-02-23,False,24.33,13.25,101.15,110.78,2025,8
F000007750,ST0050,2025-03-02,False,26.91,1.06,104.69,109.27,2025,9
F000007751,ST0050,2025-03-09,False,21.89,2.98,117.76,110.95,2025,10
F000007752,ST0050,2025-03-16,False,24.51,9.86,89.47,110.04,2025,11
F000007753,ST0050,2025-03-23,False,20.01,7.55,108.89,110.03,2025,12
F000007754,ST0050,2025-03-30,False,25.36,0.0,101.49,109.98,2025,13
F000007755,ST0050,2025-04-06,False,26.46,7.81,106.34,110.3,2025,14
F000007756,ST0050,2025-04-13,False,29.69,20.77,102.76,110.48,2025,15
F000007757,ST0050,2025-04-20,False,26.47,12.64,106.71,110.7,2025,16
F000007758,ST0050,2025-04-27,False,22.67,6.15,97.74,111.47,2025,17
F000007759,ST0050,2025-05-04,True,29.97,2.94,120.4,111.63,2025,18
F000007760,ST0050,2025-05-11,True,24.93,0.93,111.24,111.62,2025,19
F000007761,ST0050,2025-05-18,False,31.89,5.59,101.07,110.9,2025,20
F000007762,ST0050,2025-05-25,False,28.35,3.37,99.58,111.2,2025,21
F000007763,ST0050,2025-06-01,False,30.66,3.55,106.92,111.07,2025,22
F000007764,ST0050,2025-06-08,False,33.5,6.09,104.14,108.91,2025,23
F000007765,ST0050,2025-06-15,False,29.69,0.0,102.97,111.17,2025,24
F000007766,ST0050,2025-06-22,False,31.21,2.06,114.06,111.36,2025,25
F000007767,ST0050,2025-06-29,True,31.55,16.07,99.98,112.51,2025,26
F000007768,ST0050,2025-07-06,False,33.13,15.29,110.2,112.32,2025,27
F000007769,ST0050,2025-07-13,True,32.91,13.78,110.76,112.68,2025,28
F000007770,ST0050,2025-07-20,False,34.29,13.39,108.34,110.74,2025,29
F000007771,ST0050,2025-07-27,False,33.32,3.23,100.3,112.2,2025,30
F000007772,ST0050,2025-08-03,False,32.11,26.79,106.29,111.36,2025,31
F000007773,ST0050,2025-08-10,False,28.87,13.73,107.51,112.47,2025,32
F000007774,ST0050,2025-08-17,False,35.8,11.96,111.22,112.17,2025,33
F000007775,ST0050,2025-08-24,False,34.09,11.57,105.44,111.96,2025,34
F000007776,ST0050,2025-08-31,False,33.33,19.58,106.42,112.55,2025,35
F000007777,ST0050,2025-09-07,False,31.64,0.0,107.3,114.25,2025,36
F000007778,ST0050,2025-09-14,False,34.36,21.01,105.37,114.2,2025,37
F000007779,ST0050,2025-09-21,False,29.94,19.71,100.35,111.99,2025,38
F000007780,ST0050,2025-09-28,False,25.59,9.55,106.44,113.07,2025,39
F000007781,ST0050,2025-10-05,False,34.06,20.9,115.41,113.06,2025,40
F000007782,ST0050,2025-10-12,False,31.72,19.93,102.59,113.4,2025,41
F000007783,ST0050,2025-10-19,False,27.53,16.87,107.8,113.39,2025,42
F000007784,ST0050,2025-10-26,True,30.27,7.69,112.38,113.53,2025,43
F000007785,ST0050,2025-11-02,True,24.09,9.89,103.27,114.07,2025,44
F000007786,ST0050,2025-11-09,False,21.55,21.98,104.34,112.92,2025,45
F000007787,ST0050,2025-11-16,False,23.69,16.9,111.91,112.7,2025,46
F000007788,ST0050,2025-11-23,False,27.62,16.42,107.54,113.87,2025,47
F000007789,ST0050,2025-11-30,True,25.21,18.42,113.57,113.33,2025,48
F000007790,ST0050,2025-12-07,False,24.48,0.0,103.27,114.64,2025,49
F000007791,ST0050,2025-12-14,False,25.17,4.06,116.78,114.3,2025,50
F000007792,ST0050,2025-12-21,False,23.99,7.51,108.83,114.13,2025,51
F000007793,ST0050,2025-12-28,True,23.65,3.99,109.68,115.91,2025,52
F000007794,ST0050,2026-01-04,True,18.24,0.0,103.94,114.82,2026,1
F000007795,ST0050,2026-01-11,False,22.82,2.04,106.37,113.73,2026,2
F000007796,ST0050,2026-01-18,False,21.94,5.34,103.16,116.43,2026,3
F000007797,ST0050,2026-01-25,False,18.84,0.0,104.29,113.54,2026,4
F000007798,ST0050,2026-02-01,False,21.3,20.34,99.8,114.34,2026,5
F000007799,ST0050,2026-02-08,True,19.21,0.0,97.82,115.04,2026,6
F000007800,ST0050,2026-02-15,False,26.63,0.0,111.44,114.04,2026,7
F000007801,ST0051,2023-02-26,False,22.89,15.45,101.64,100.43,2023,8
F000007802,ST0051,2023-03-05,False,19.98,8.31,100.27,99.66,2023,9
F000007803,ST0051,2023-03-12,False,22.53,3.6,108.24,100.39,2023,10
F000007804,ST0051,2023-03-19,False,24.05,10.96,108.7,98.99,2023,11
F000007805,ST0051,2023-03-26,True,22.4,0.0,101.89,100.69,2023,12
F000007806,ST0051,2023-04-02,False,24.85,24.33,97.77,100.0,2023,13
F000007807,ST0051,2023-04-09,False,31.07,20.49,103.34,100.95,2023,14
F000007808,ST0051,2023-04-16,False,24.18,12.1,96.57,99.5,2023,15
F000007809,ST0051,2023-04-23,False,25.41,14.82,105.95,100.87,2023,16
F000007810,ST0051,2023-04-30,False,29.78,0.0,101.36,102.74,2023,17
F000007811,ST0051,2023-05-07,False,29.2,15.68,104.85,99.81,2023,18
F000007812,ST0051,2023-05-14,False,29.0,18.7,100.45,102.59,2023,19
F000007813,ST0051,2023-05-21,False,30.32,15.61,89.12,103.01,2023,20
F000007814,ST0051,2023-05-28,False,29.36,0.0,91.47,100.6,2023,21
F000007815,ST0051,2023-06-04,False,35.34,0.0,108.45,100.64,2023,22
F000007816,ST0051,2023-06-11,False,29.05,7.89,104.6,101.39,2023,23
F000007817,ST0051,2023-06-18,True,35.51,9.14,108.09,100.61,2023,24
F000007818,ST0051,2023-06-25,False,33.57,1.97,100.91,102.17,2023,25
F000007819,ST0051,2023-07-02,False,32.3,6.49,110.14,101.09,2023,26
F000007820,ST0051,2023-07-09,False,31.5,22.1,103.61,100.33,2023,27
F000007821,ST0051,2023-07-16,False,28.46,11.74,104.21,102.0,2023,28
F000007822,ST0051,2023-07-23,False,31.9,24.46,101.67,101.98,2023,29
F000007823,ST0051,2023-07-30,False,31.53,11.44,108.07,101.73,2023,30
F000007824,ST0051,2023-08-06,False,32.15,17.45,103.55,102.41,2023,31
F000007825,ST0051,2023-08-13,True,33.94,2.93,95.83,101.48,2023,32
F000007826,ST0051,2023-08-20,False,30.76,27.46,97.37,104.41,2023,33
F000007827,ST0051,2023-08-27,False,31.92,21.54,94.21,103.08,2023,34
F000007828,ST0051,2023-09-03,False,27.85,23.12,103.73,102.55,2023,35
F000007829,ST0051,2023-09-10,False,29.48,19.41,108.4,104.02,2023,36
F000007830,ST0051,2023-09-17,False,28.69,12.44,99.43,103.53,2023,37
F000007831,ST0051,2023-09-24,False,29.9,26.92,98.75,102.74,2023,38
F000007832,ST0051,2023-10-01,False,32.02,16.29,101.16,102.84,2023,39
F000007833,ST0051,2023-10-08,False,31.15,24.24,94.27,104.84,2023,40
F000007834,ST0051,2023-10-15,False,30.03,22.05,96.51,104.46,2023,41
F000007835,ST0051,2023-10-22,False,24.34,17.26,98.38,104.39,2023,42
F000007836,ST0051,2023-10-29,False,26.71,2.71,107.97,104.43,2023,43
F000007837,ST0051,2023-11-05,False,29.91,14.15,105.18,102.68,2023,44
F000007838,ST0051,2023-11-12,False,28.34,24.59,104.21,104.92,2023,45
F000007839,ST0051,2023-11-19,False,26.22,11.9,98.07,103.53,2023,46
F000007840,ST0051,2023-11-26,False,26.87,16.48,100.89,104.78,2023,47
F000007841,ST0051,2023-12-03,True,21.09,13.02,100.31,104.41,2023,48
F000007842,ST0051,2023-12-10,False,24.91,3.86,103.48,104.06,2023,49
F000007843,ST0051,2023-12-17,False,22.47,5.29,107.74,106.14,2023,50
F000007844,ST0051,2023-12-24,False,18.08,19.02,108.09,103.18,2023,51
F000007845,ST0051,2023-12-31,False,22.27,0.6,102.06,104.87,2023,52
F000007846,ST0051,2024-01-07,False,22.1,0.0,108.29,103.2,2024,1
F000007847,ST0051,2024-01-14,False,25.61,22.74,102.39,103.86,2024,2
F000007848,ST0051,2024-01-21,False,17.25,15.43,103.08,104.41,2024,3
F000007849,ST0051,2024-01-28,False,19.36,0.0,105.9,105.68,2024,4
F000007850,ST0051,2024-02-04,False,22.13,23.57,92.59,104.23,2024,5
F000007851,ST0051,2024-02-11,False,21.43,9.42,106.45,105.72,2024,6
F000007852,ST0051,2024-02-18,False,17.65,16.66,97.91,104.23,2024,7
F000007853,ST0051,2024-02-25,False,23.04,5.49,91.8,104.76,2024,8
F000007854,ST0051,2024-03-03,False,20.34,2.56,101.25,104.95,2024,9
F000007855,ST0051,2024-03-10,False,23.63,13.38,102.51,106.42,2024,10
F000007856,ST0051,2024-03-17,False,23.07,8.12,104.37,105.29,2024,11
F000007857,ST0051,2024-03-24,False,19.92,9.49,107.18,106.21,2024,12
F000007858,ST0051,2024-03-31,False,23.52,3.23,99.04,106.35,2024,13
F000007859,ST0051,2024-04-07,False,32.34,7.35,95.49,104.64,2024,14
F000007860,ST0051,2024-04-14,False,28.11,19.87,94.78,105.91,2024,15
F000007861,ST0051,2024-04-21,False,23.98,20.24,105.59,105.32,2024,16
F000007862,ST0051,2024-04-28,False,31.48,15.82,100.4,105.73,2024,17
F000007863,ST0051,2024-05-05,True,31.21,10.24,107.53,105.9,2024,18
F000007864,ST0051,2024-05-12,False,30.31,16.51,97.66,106.69,2024,19
F000007865,ST0051,2024-05-19,False,25.7,13.51,105.98,105.91,2024,20
F000007866,ST0051,2024-05-26,False,26.14,7.78,109.96,106.05,2024,21
F000007867,ST0051,2024-06-02,False,32.79,10.5,97.23,106.65,2024,22
F000007868,ST0051,2024-06-09,False,32.1,11.84,102.99,107.51,2024,23
F000007869,ST0051,2024-06-16,False,28.84,8.09,97.62,106.26,2024,24
F000007870,ST0051,2024-06-23,False,32.25,21.34,100.4,106.83,2024,25
F000007871,ST0051,2024-06-30,False,34.31,8.25,95.13,106.26,2024,26
F000007872,ST0051,2024-07-07,False,32.99,0.0,100.96,106.47,2024,27
F000007873,ST0051,2024-07-14,False,35.5,3.26,102.87,106.37,2024,28
F000007874,ST0051,2024-07-21,False,27.8,14.89,98.81,107.18,2024,29
F000007875,ST0051,2024-07-28,False,32.75,6.89,95.47,107.26,2024,30
F000007876,ST0051,2024-08-04,False,36.15,9.45,105.6,106.7,2024,31
F000007877,ST0051,2024-08-11,False,35.94,19.92,110.39,106.84,2024,32
F000007878,ST0051,2024-08-18,False,33.44,15.01,101.98,106.54,2024,33
F000007879,ST0051,2024-08-25,False,28.78,25.69,99.69,107.37,2024,34
F000007880,ST0051,2024-09-01,False,31.89,19.22,104.83,107.66,2024,35
F000007881,ST0051,2024-09-08,False,30.98,26.14,105.35,107.01,2024,36
F000007882,ST0051,2024-09-15,False,32.07,11.54,108.18,106.36,2024,37
F000007883,ST0051,2024-09-22,False,31.17,17.01,102.02,107.42,2024,38
F000007884,ST0051,2024-09-29,False,31.09,28.19,111.1,107.92,2024,39
F000007885,ST0051,2024-10-06,False,29.07,18.46,98.59,108.05,2024,40
F000007886,ST0051,2024-10-13,False,31.48,27.39,104.37,108.29,2024,41
F000007887,ST0051,2024-10-20,False,32.0,16.95,103.15,106.95,2024,42
F000007888,ST0051,2024-10-27,True,24.88,33.58,110.08,107.89,2024,43
F000007889,ST0051,2024-11-03,False,28.83,11.08,106.5,109.63,2024,44
F000007890,ST0051,2024-11-10,False,29.03,10.9,92.8,107.59,2024,45
F000007891,ST0051,2024-11-17,False,24.92,27.78,119.08,110.06,2024,46
F000007892,ST0051,2024-11-24,False,21.2,10.13,98.73,108.74,2024,47
F000007893,ST0051,2024-12-01,False,24.03,9.89,113.51,108.66,2024,48
F000007894,ST0051,2024-12-08,False,20.87,19.2,94.95,108.45,2024,49
F000007895,ST0051,2024-12-15,False,22.08,3.91,105.6,109.69,2024,50
F000007896,ST0051,2024-12-22,False,24.27,17.84,110.09,109.99,2024,51
F000007897,ST0051,2024-12-29,True,24.94,17.4,110.19,110.09,2024,52
F000007898,ST0051,2025-01-05,False,17.01,7.87,97.46,109.54,2025,1
F000007899,ST0051,2025-01-12,False,23.83,17.2,104.63,110.38,2025,2
F000007900,ST0051,2025-01-19,False,21.37,10.94,104.17,110.85,2025,3
F000007901,ST0051,2025-01-26,False,18.09,10.22,107.13,111.23,2025,4
F000007902,ST0051,2025-02-02,False,25.1,9.72,101.89,108.07,2025,5
F000007903,ST0051,2025-02-09,False,19.69,3.89,108.52,111.27,2025,6
F000007904,ST0051,2025-02-16,False,18.2,16.54,92.1,109.72,2025,7
F000007905,ST0051,2025-02-23,False,20.51,11.56,117.85,110.31,2025,8
F000007906,ST0051,2025-03-02,False,20.63,18.27,101.67,110.3,2025,9
F000007907,ST0051,2025-03-09,False,23.62,10.21,110.5,109.35,2025,10
F000007908,ST0051,2025-03-16,False,22.59,4.92,99.19,110.71,2025,11
F000007909,ST0051,2025-03-23,False,25.11,2.79,99.99,108.96,2025,12
F000007910,ST0051,2025-03-30,False,27.29,18.32,109.72,110.72,2025,13
F000007911,ST0051,2025-04-06,False,26.21,20.51,103.89,110.97,2025,14
F000007912,ST0051,2025-04-13,False,28.7,9.17,101.33,111.2,2025,15
F000007913,ST0051,2025-04-20,False,26.01,19.63,102.8,111.5,2025,16
F000007914,ST0051,2025-04-27,True,30.4,0.0,112.39,111.59,2025,17
F000007915,ST0051,2025-05-04,False,24.52,7.84,101.97,110.46,2025,18
F000007916,ST0051,2025-05-11,False,24.33,0.23,104.49,110.73,2025,19
F000007917,ST0051,2025-05-18,False,34.42,9.38,99.34,110.58,2025,20
F000007918,ST0051,2025-05-25,False,29.07,12.65,99.51,111.53,2025,21
F000007919,ST0051,2025-06-01,False,29.97,10.71,98.59,111.85,2025,22
F000007920,ST0051,2025-06-08,False,31.8,5.91,117.53,111.45,2025,23
F000007921,ST0051,2025-06-15,False,30.91,8.22,100.24,113.68,2025,24
F000007922,ST0051,2025-06-22,False,30.76,13.4,89.17,113.12,2025,25
F000007923,ST0051,2025-06-29,False,31.11,8.5,103.75,111.46,2025,26
F000007924,ST0051,2025-07-06,False,30.45,11.66,110.13,110.88,2025,27
F000007925,ST0051,2025-07-13,False,33.23,7.98,108.71,111.08,2025,28
F000007926,ST0051,2025-07-20,True,32.24,14.85,104.96,111.65,2025,29
F000007927,ST0051,2025-07-27,False,33.32,15.75,104.33,112.15,2025,30
F000007928,ST0051,2025-08-03,False,36.7,15.79,108.56,112.2,2025,31
F000007929,ST0051,2025-08-10,True,32.86,27.46,107.08,112.39,2025,32
F000007930,ST0051,2025-08-17,False,27.56,16.59,95.23,113.04,2025,33
F000007931,ST0051,2025-08-24,False,33.77,14.33,103.8,111.49,2025,34
F000007932,ST0051,2025-08-31,False,27.28,19.75,99.79,111.9,2025,35
F000007933,ST0051,2025-09-07,False,33.39,11.0,112.55,113.15,2025,36
F000007934,ST0051,2025-09-14,False,32.25,16.71,110.37,114.35,2025,37
F000007935,ST0051,2025-09-21,False,28.21,20.79,100.67,113.12,2025,38
F000007936,ST0051,2025-09-28,True,32.47,17.36,109.79,113.82,2025,39
F000007937,ST0051,2025-10-05,False,23.64,17.61,100.9,114.14,2025,40
F000007938,ST0051,2025-10-12,False,25.3,24.8,102.85,112.59,2025,41
F000007939,ST0051,2025-10-19,False,24.96,18.01,114.26,113.21,2025,42
F000007940,ST0051,2025-10-26,False,26.69,15.06,110.82,112.8,2025,43
F000007941,ST0051,2025-11-02,True,27.84,19.63,108.36,112.47,2025,44
F000007942,ST0051,2025-11-09,False,22.4,10.56,105.47,114.54,2025,45
F000007943,ST0051,2025-11-16,True,24.29,20.09,108.42,113.91,2025,46
F000007944,ST0051,2025-11-23,False,24.76,15.2,106.83,112.49,2025,47
F000007945,ST0051,2025-11-30,False,23.83,26.69,101.09,115.02,2025,48
F000007946,ST0051,2025-12-07,False,26.88,10.05,108.85,113.73,2025,49
F000007947,ST0051,2025-12-14,False,24.52,2.11,112.05,114.0,2025,50
F000007948,ST0051,2025-12-21,False,23.9,8.08,109.08,112.91,2025,51
F000007949,ST0051,2025-12-28,False,20.68,1.67,105.48,114.85,2025,52
F000007950,ST0051,2026-01-04,False,14.04,4.36,97.54,116.37,2026,1
F000007951,ST0051,2026-01-11,False,20.44,0.74,100.54,114.84,2026,2
F000007952,ST0051,2026-01-18,False,28.06,5.51,112.33,114.05,2026,3
F000007953,ST0051,2026-01-25,False,20.61,14.42,106.17,113.56,2026,4
F000007954,ST0051,2026-02-01,False,23.36,19.66,116.87,114.47,2026,5
F000007955,ST0051,2026-02-08,False,26.41,14.55,105.79,114.53,2026,6
F000007956,ST0051,2026-02-15,False,23.85,16.11,109.23,114.83,2026,7
F000007957,ST0052,2023-02-26,False,22.1,0.0,92.35,99.88,2023,8
F000007958,ST0052,2023-03-05,False,23.13,1.66,98.76,100.0,2023,9
F000007959,ST0052,2023-03-12,False,23.33,3.27,100.64,99.19,2023,10
F000007960,ST0052,2023-03-19,False,24.42,7.64,98.09,101.04,2023,11
F000007961,ST0052,2023-03-26,False,25.0,1.5,90.62,100.19,2023,12
F000007962,ST0052,2023-04-02,False,27.42,20.39,100.74,100.24,2023,13
F000007963,ST0052,2023-04-09,False,24.8,7.81,90.01,100.71,2023,14
F000007964,ST0052,2023-04-16,False,26.61,16.58,91.67,100.32,2023,15
F000007965,ST0052,2023-04-23,False,28.77,8.98,89.31,100.68,2023,16
F000007966,ST0052,2023-04-30,False,30.37,14.37,94.73,101.19,2023,17
F000007967,ST0052,2023-05-07,False,31.46,6.8,93.08,101.39,2023,18
F000007968,ST0052,2023-05-14,True,29.85,1.24,99.64,101.64,2023,19
F000007969,ST0052,2023-05-21,True,31.27,9.27,98.07,100.48,2023,20
F000007970,ST0052,2023-05-28,False,34.97,16.46,101.56,101.69,2023,21
F000007971,ST0052,2023-06-04,False,35.83,3.78,101.81,101.27,2023,22
F000007972,ST0052,2023-06-11,False,33.1,7.8,99.52,101.0,2023,23
F000007973,ST0052,2023-06-18,False,39.33,6.13,97.98,101.58,2023,24
F000007974,ST0052,2023-06-25,False,32.51,9.89,99.15,100.77,2023,25
F000007975,ST0052,2023-07-02,False,34.35,3.7,104.11,101.04,2023,26
F000007976,ST0052,2023-07-09,False,34.61,6.73,102.0,101.34,2023,27
F000007977,ST0052,2023-07-16,False,36.09,15.35,96.78,100.52,2023,28
F000007978,ST0052,2023-07-23,False,37.82,16.41,104.94,102.48,2023,29
F000007979,ST0052,2023-07-30,False,34.18,23.35,102.16,102.34,2023,30
F000007980,ST0052,2023-08-06,False,38.27,13.01,100.71,103.85,2023,31
F000007981,ST0052,2023-08-13,False,34.5,9.27,101.5,101.1,2023,32
F000007982,ST0052,2023-08-20,False,35.63,7.21,97.72,103.95,2023,33
F000007983,ST0052,2023-08-27,False,34.6,13.1,104.52,102.92,2023,34
F000007984,ST0052,2023-09-03,False,27.5,15.14,103.65,102.08,2023,35
F000007985,ST0052,2023-09-10,False,32.32,13.29,91.06,103.31,2023,36
F000007986,ST0052,2023-09-17,False,31.86,13.92,99.2,101.95,2023,37
F000007987,ST0052,2023-09-24,False,32.12,16.65,96.02,102.9,2023,38
F000007988,ST0052,2023-10-01,False,29.57,12.35,100.61,103.85,2023,39
F000007989,ST0052,2023-10-08,False,29.88,29.49,110.31,103.94,2023,40
F000007990,ST0052,2023-10-15,False,24.65,29.27,106.58,102.61,2023,41
F000007991,ST0052,2023-10-22,False,28.67,17.14,104.49,103.03,2023,42
F000007992,ST0052,2023-10-29,False,29.99,24.72,100.54,103.78,2023,43
F000007993,ST0052,2023-11-05,False,28.03,14.84,100.37,104.9,2023,44
F000007994,ST0052,2023-11-12,False,27.79,21.31,101.06,103.3,2023,45
F000007995,ST0052,2023-11-19,False,26.38,7.85,104.66,103.41,2023,46
F000007996,ST0052,2023-11-26,False,24.08,12.33,108.89,102.52,2023,47
F000007997,ST0052,2023-12-03,False,25.98,23.94,98.45,103.09,2023,48
F000007998,ST0052,2023-12-10,False,26.65,9.88,105.35,104.32,2023,49
F000007999,ST0052,2023-12-17,False,24.98,3.57,101.58,103.0,2023,50
F000008000,ST0052,2023-12-24,False,24.96,6.18,102.91,103.95,2023,51
F000008001,ST0052,2023-12-31,True,22.34,7.62,101.93,104.52,2023,52
F000008002,ST0052,2024-01-07,False,21.45,11.83,104.48,104.33,2024,1
F000008003,ST0052,2024-01-14,False,25.5,12.93,105.14,105.06,2024,2
F000008004,ST0052,2024-01-21,False,21.4,12.69,97.42,105.23,2024,3
F000008005,ST0052,2024-01-28,False,20.94,6.66,109.33,105.08,2024,4
F000008006,ST0052,2024-02-04,False,21.7,12.63,103.98,103.38,2024,5
F000008007,ST0052,2024-02-11,False,23.27,1.25,100.72,103.7,2024,6
F000008008,ST0052,2024-02-18,False,19.29,13.62,101.44,104.5,2024,7
F000008009,ST0052,2024-02-25,False,19.88,19.27,114.55,106.43,2024,8
F000008010,ST0052,2024-03-03,False,22.37,4.77,102.91,105.15,2024,9
F000008011,ST0052,2024-03-10,False,21.99,11.07,98.98,103.91,2024,10
F000008012,ST0052,2024-03-17,False,24.48,18.08,96.98,104.42,2024,11
F000008013,ST0052,2024-03-24,False,24.59,13.51,103.32,106.21,2024,12
F000008014,ST0052,2024-03-31,False,20.52,5.83,97.65,104.88,2024,13
F000008015,ST0052,2024-04-07,False,30.65,9.8,89.24,105.79,2024,14
F000008016,ST0052,2024-04-14,False,28.99,8.75,103.67,105.23,2024,15
F000008017,ST0052,2024-04-21,False,28.79,16.45,102.83,105.32,2024,16
F000008018,ST0052,2024-04-28,True,31.77,3.54,102.15,106.12,2024,17
F000008019,ST0052,2024-05-05,False,37.31,5.98,101.91,105.32,2024,18
F000008020,ST0052,2024-05-12,False,30.3,12.81,91.04,106.74,2024,19
F000008021,ST0052,2024-05-19,False,31.71,4.47,101.45,104.24,2024,20
F000008022,ST0052,2024-05-26,False,35.16,13.1,105.03,105.59,2024,21
F000008023,ST0052,2024-06-02,True,33.31,0.0,111.22,104.96,2024,22
F000008024,ST0052,2024-06-09,False,32.46,2.65,101.28,105.46,2024,23
F000008025,ST0052,2024-06-16,False,33.49,4.01,97.32,107.02,2024,24
F000008026,ST0052,2024-06-23,True,32.98,10.17,100.02,105.2,2024,25
F000008027,ST0052,2024-06-30,False,35.79,7.17,105.65,106.15,2024,26
F000008028,ST0052,2024-07-07,False,33.4,5.46,110.56,107.53,2024,27
F000008029,ST0052,2024-07-14,False,38.27,0.41,101.11,107.35,2024,28
F000008030,ST0052,2024-07-21,True,32.19,18.74,100.86,106.77,2024,29
F000008031,ST0052,2024-07-28,False,31.06,13.53,100.64,106.57,2024,30
F000008032,ST0052,2024-08-04,False,32.13,19.89,99.54,106.19,2024,31
F000008033,ST0052,2024-08-11,False,33.25,13.79,98.64,108.36,2024,32
F000008034,ST0052,2024-08-18,False,38.35,19.85,114.25,107.19,2024,33
F000008035,ST0052,2024-08-25,False,35.25,13.89,99.53,107.37,2024,34
F000008036,ST0052,2024-09-01,False,34.95,18.93,101.62,108.04,2024,35
F000008037,ST0052,2024-09-08,False,33.06,27.01,99.79,108.68,2024,36
F000008038,ST0052,2024-09-15,False,34.95,30.74,106.03,109.74,2024,37
F000008039,ST0052,2024-09-22,False,31.06,17.37,111.28,108.95,2024,38
F000008040,ST0052,2024-09-29,False,28.05,19.68,95.16,108.21,2024,39
F000008041,ST0052,2024-10-06,False,35.95,8.31,106.05,107.32,2024,40
F000008042,ST0052,2024-10-13,False,29.74,25.52,98.29,109.55,2024,41
F000008043,ST0052,2024-10-20,False,25.69,22.49,95.79,109.02,2024,42
F000008044,ST0052,2024-10-27,False,26.25,23.57,113.94,107.76,2024,43
F000008045,ST0052,2024-11-03,False,31.9,22.02,108.56,108.91,2024,44
F000008046,ST0052,2024-11-10,False,22.55,23.57,102.06,107.85,2024,45
F000008047,ST0052,2024-11-17,False,27.21,30.43,102.96,109.02,2024,46
F000008048,ST0052,2024-11-24,False,27.02,9.42,116.09,109.5,2024,47
F000008049,ST0052,2024-12-01,True,20.88,17.42,109.36,109.32,2024,48
F000008050,ST0052,2024-12-08,False,25.15,18.76,110.97,109.32,2024,49
F000008051,ST0052,2024-12-15,False,21.65,15.36,107.46,107.88,2024,50
F000008052,ST0052,2024-12-22,False,28.2,10.9,98.37,107.18,2024,51
F000008053,ST0052,2024-12-29,False,23.35,0.0,107.64,109.45,2024,52
F000008054,ST0052,2025-01-05,False,23.2,10.18,100.78,110.43,2025,1
F000008055,ST0052,2025-01-12,False,19.56,10.32,109.15,109.77,2025,2
F000008056,ST0052,2025-01-19,True,27.28,9.67,107.86,109.19,2025,3
F000008057,ST0052,2025-01-26,False,26.65,11.15,97.68,108.08,2025,4
F000008058,ST0052,2025-02-02,False,21.95,11.32,112.98,110.72,2025,5
F000008059,ST0052,2025-02-09,False,22.35,18.19,106.52,110.84,2025,6
F000008060,ST0052,2025-02-16,False,24.9,0.0,111.62,109.65,2025,7
F000008061,ST0052,2025-02-23,True,23.98,15.99,112.4,110.29,2025,8
F000008062,ST0052,2025-03-02,False,25.44,1.3,101.0,111.19,2025,9
F000008063,ST0052,2025-03-09,False,25.71,18.38,105.54,110.73,2025,10
F000008064,ST0052,2025-03-16,False,20.61,15.29,99.0,110.29,2025,11
F000008065,ST0052,2025-03-23,False,26.17,13.06,103.29,111.2,2025,12
F000008066,ST0052,2025-03-30,False,24.23,30.9,110.3,111.05,2025,13
F000008067,ST0052,2025-04-06,False,23.74,0.51,107.2,110.78,2025,14
F000008068,ST0052,2025-04-13,False,24.83,6.42,96.68,108.51,2025,15
F000008069,ST0052,2025-04-20,False,25.05,12.54,109.94,110.71,2025,16
F000008070,ST0052,2025-04-27,True,28.97,6.12,103.06,111.08,2025,17
F000008071,ST0052,2025-05-04,True,30.61,9.88,103.88,110.0,2025,18
F000008072,ST0052,2025-05-11,False,32.12,5.78,111.75,111.2,2025,19
F000008073,ST0052,2025-05-18,True,33.84,7.87,99.64,111.41,2025,20
F000008074,ST0052,2025-05-25,False,31.69,10.05,104.46,110.38,2025,21
F000008075,ST0052,2025-06-01,False,29.62,6.07,107.01,111.79,2025,22
F000008076,ST0052,2025-06-08,False,27.86,12.91,101.13,111.22,2025,23
F000008077,ST0052,2025-06-15,False,39.64,20.25,103.7,112.75,2025,24
